Продукт,Калорийность,Белки,Жиры,Углеводы
"Томатный соус с луком, консервированный",42 кКал,42 кКал,42 кКал,42 кКал
"Томатный соус, без добавления соли",24 кКал,24 кКал,24 кКал,24 кКал
"Томатный соус, консервированный",24 кКал,24 кКал,24 кКал,24 кКал
Топинамбур,61 кКал,61 кКал,61 кКал,61 кКал
"Топинамбур, сырой",73 кКал,73 кКал,73 кКал,73 кКал
"Турнепс с зеленью, замороженный, вареный, без соли",35 кКал,35 кКал,35 кКал,35 кКал
"Турнепс с зеленью, замороженный, вареный, с солью",34 кКал,34 кКал,34 кКал,34 кКал
"Турнепс с зеленью, замороженный, неприготовленный",21 кКал,21 кКал,21 кКал,21 кКал
"Турнепс, вареный, без соли",22 кКал,22 кКал,22 кКал,22 кКал
"Турнепс, вареный, с солью",22 кКал,22 кКал,22 кКал,22 кКал
"Турнепс, замороженный, вареный, без соли",23 кКал,23 кКал,23 кКал,23 кКал
"Турнепс, замороженный, вареный, с солью",21 кКал,21 кКал,21 кКал,21 кКал
"Турнепс, замороженный, неприготовленный",16 кКал,16 кКал,16 кКал,16 кКал
"Турнепс, зелень, вареная, без соли",20 кКал,20 кКал,20 кКал,20 кКал
"Турнепс, зелень, вареная, с солью",20 кКал,20 кКал,20 кКал,20 кКал
"Турнепс, зелень, замороженная, вареная, без соли",29 кКал,29 кКал,29 кКал,29 кКал
"Турнепс, зелень, замороженная, вареная, с солью",29 кКал,29 кКал,29 кКал,29 кКал
"Турнепс, зелень, замороженная, неприготовленная",22 кКал,22 кКал,22 кКал,22 кКал
"Турнепс, зелень, консервированный",14 кКал,14 кКал,14 кКал,14 кКал
"Турнепс, зелень, консервированный без добавления соли",19 кКал,19 кКал,19 кКал,19 кКал
"Турнепс, зелень, сырая",32 кКал,32 кКал,32 кКал,32 кКал
"Турнепс, репа, прерия, вареная, (индейцы северных великих равнин)",129 кКал,129 кКал,129 кКал,129 кКал
"Турнепс, репа, прерия, сырая, (индейцы северных великих равнин)",156 кКал,156 кКал,156 кКал,156 кКал
"Турнепс, сырой",28 кКал,28 кКал,28 кКал,28 кКал
Тыква,26 кКал,26 кКал,26 кКал,26 кКал
Тыква,22 кКал,22 кКал,22 кКал,22 кКал
"Тыква вареная, без соли",20 кКал,20 кКал,20 кКал,20 кКал
"Тыква вареная, с солью",18 кКал,18 кКал,18 кКал,18 кКал
Тыква голубая  (хаббард),40 кКал,40 кКал,40 кКал,40 кКал
"Тыква голубая (хаббард), печеная без соли",50 кКал,50 кКал,50 кКал,50 кКал
"Тыква голубая (хаббард), печеная с солью",50 кКал,50 кКал,50 кКал,50 кКал
"Тыква голубая (хаббард), пюре, без соли",30 кКал,30 кКал,30 кКал,30 кКал
"Тыква голубая (хаббард), пюре, с солью",30 кКал,30 кКал,30 кКал,30 кКал
"Тыква горлянка (бутылочная тыква, кабачок вьетнамский)",14 кКал,14 кКал,14 кКал,14 кКал
"Тыква горлянка (бутылочная тыква, кабачок вьетнамский), вареная, без соли",15 кКал,15 кКал,15 кКал,15 кКал
"Тыква горлянка (бутылочная тыква, кабачок вьетнамский), вареная, с солью",13 кКал,13 кКал,13 кКал,13 кКал
"Тыква горлянка, сушеные стружки (Kanpyo)",258 кКал,258 кКал,258 кКал,258 кКал
Тыква жареная по 2-58,86 кКал,86 кКал,86 кКал,86 кКал
Тыква желудевая,40 кКал,40 кКал,40 кКал,40 кКал
"Тыква желудевая, печеная без соли",56 кКал,56 кКал,56 кКал,56 кКал
"Тыква желудевая, печеная с солью",56 кКал,56 кКал,56 кКал,56 кКал
"Тыква желудевая, пюре, без соли",34 кКал,34 кКал,34 кКал,34 кКал
"Тыква желудевая, пюре, с солью",34 кКал,34 кКал,34 кКал,34 кКал
"Тыква крупноплодная, все сорта",34 кКал,34 кКал,34 кКал,34 кКал
"Тыква крупноплодная, все сорта, вареная, с солью",37 кКал,37 кКал,37 кКал,37 кКал
"Тыква крупноплодная, все сорта, печеная без соли",37 кКал,37 кКал,37 кКал,37 кКал
Тыква маринованная по 1-88,42 кКал,42 кКал,42 кКал,42 кКал
Тыква мускатная (грушевидная),45 кКал,45 кКал,45 кКал,45 кКал
"Тыква мускатная (грушевидная), замороженная, вареная, c солью",39 кКал,39 кКал,39 кКал,39 кКал
"Тыква мускатная (грушевидная), замороженная, вареная, без соли",39 кКал,39 кКал,39 кКал,39 кКал
"Тыква мускатная (грушевидная), замороженная, неприготовленная",57 кКал,57 кКал,57 кКал,57 кКал
"Тыква мускатная (грушевидная), запеченная без соли",40 кКал,40 кКал,40 кКал,40 кКал
"Тыква мускатная (грушевидная), запеченная с солью",40 кКал,40 кКал,40 кКал,40 кКал
Тыква отварная по 1-210,26 кКал,26 кКал,26 кКал,26 кКал
Тыква припущенная по 1-216,40 кКал,40 кКал,40 кКал,40 кКал
Тыква спагетти (макаронный кабачок),31 кКал,31 кКал,31 кКал,31 кКал
"Тыква спагетти (макаронный кабачок), вареная или печеная",27 кКал,27 кКал,27 кКал,27 кКал
"Тыква спагетти (макаронный кабачок), вареная или печеная, без соли",27 кКал,27 кКал,27 кКал,27 кКал
"Тыква, консервированная,  без соли",34 кКал,34 кКал,34 кКал,34 кКал
"Тыква, консервированная,  с солью",34 кКал,34 кКал,34 кКал,34 кКал
"Тыква, листья, вареные, без соли",21 кКал,21 кКал,21 кКал,21 кКал
"Тыква, листья, вареные, с солью",21 кКал,21 кКал,21 кКал,21 кКал
Тыквенное пюре по 1-212,88 кКал,88 кКал,88 кКал,88 кКал
"Тыквенные листья, сырые",19 кКал,19 кКал,19 кКал,19 кКал
Тыквенный пуддинг по 1-254,92 кКал,92 кКал,92 кКал,92 кКал
Укроп,40 кКал,40 кКал,40 кКал,40 кКал
"Укроп, свежий",43 кКал,43 кКал,43 кКал,43 кКал
"Фенхель (луковица), сырой",31 кКал,31 кКал,31 кКал,31 кКал
Физалис овощной,32 кКал,32 кКал,32 кКал,32 кКал
"Хашбраун из картофеля, домашнего приготовления",265 кКал,265 кКал,265 кКал,265 кКал
"Хашбраун из картофеля, замороженный, без добавок, неприготовленный",82 кКал,82 кКал,82 кКал,82 кКал
"Хашбраун из картофеля, замороженный, без добавок, приготовленный с масло канолы",219 кКал,219 кКал,219 кКал,219 кКал
"Хашбраун из картофеля, замороженный, с масляным соусом, неприготовленный",135 кКал,135 кКал,135 кКал,135 кКал
"Хашбраун из картофеля, замороженный, с масляным соусом, приготовленный",178 кКал,178 кКал,178 кКал,178 кКал
"Хикама (ямсфрут, мексиканская репа)",38 кКал,38 кКал,38 кКал,38 кКал
"Хикама (ямсфрут, мексиканская репа) вареный с солью",36 кКал,36 кКал,36 кКал,36 кКал
"Хикама (ямсфрут, мексиканская репа) вареный, без соли",38 кКал,38 кКал,38 кКал,38 кКал
"Хризантема увенчанная, вареная, без соли",20 кКал,20 кКал,20 кКал,20 кКал
"Хризантема увенчанная, вареная, с солью",20 кКал,20 кКал,20 кКал,20 кКал
"Хризантема увенчанная, сырая",24 кКал,24 кКал,24 кКал,24 кКал
"Хризантема, листья, сырые",24 кКал,24 кКал,24 кКал,24 кКал
Цветная капуста,25 кКал,25 кКал,25 кКал,25 кКал
Цветная капуста,30 кКал,30 кКал,30 кКал,30 кКал
Цветная капуста жареная по 1-238,47 кКал,47 кКал,47 кКал,47 кКал
Цветная капуста отварная по 1-210,22 кКал,22 кКал,22 кКал,22 кКал
"Цветная капуста, вареная, без соли",23 кКал,23 кКал,23 кКал,23 кКал
"Цветная капуста, вареная, с солью",23 кКал,23 кКал,23 кКал,23 кКал
"Цветная капуста, замороженная, вареная, без соли",19 кКал,19 кКал,19 кКал,19 кКал
"Цветная капуста, замороженная, вареная, с солью",17 кКал,17 кКал,17 кКал,17 кКал
"Цветная капуста, замороженная, неприготовленная",24 кКал,24 кКал,24 кКал,24 кКал
"Цветная капуста, зеленая, приготовленная без добавления соли",32 кКал,32 кКал,32 кКал,32 кКал
"Цветная капуста, зеленая, приготовленная с солью",32 кКал,32 кКал,32 кКал,32 кКал
"Цветная капуста, зеленая, сырая",31 кКал,31 кКал,31 кКал,31 кКал
"Цветы тыквы, вареные, без соли",15 кКал,15 кКал,15 кКал,15 кКал
"Цветы тыквы, вареные, с солью",15 кКал,15 кКал,15 кКал,15 кКал
"Цветы тыквы, сырые",15 кКал,15 кКал,15 кКал,15 кКал
Цикорий бельгийский салатный (витлуф),17 кКал,17 кКал,17 кКал,17 кКал
Цикорий салатный (эндивий),17 кКал,17 кКал,17 кКал,17 кКал
Цукини с кожурой,17 кКал,17 кКал,17 кКал,17 кКал
"Цукини с кожурой по-итальянски, консервированные",29 кКал,29 кКал,29 кКал,29 кКал
"Цукини с кожурой, вареные, без соли",15 кКал,15 кКал,15 кКал,15 кКал
"Цукини с кожурой, вареные, с солью",15 кКал,15 кКал,15 кКал,15 кКал
"Цукини с кожурой, замороженные, вареные, без соли",17 кКал,17 кКал,17 кКал,17 кКал
"Цукини с кожурой, замороженные, вареные, с солью",14 кКал,14 кКал,14 кКал,14 кКал
"Цукини с кожурой, замороженные, неприготовленные",17 кКал,17 кКал,17 кКал,17 кКал
"Цукини, молодые",21 кКал,21 кКал,21 кКал,21 кКал
Чайот (мексиканский огурец),19 кКал,19 кКал,19 кКал,19 кКал
"Чайот (мексиканский огурец) вареный, с солью",22 кКал,22 кКал,22 кКал,22 кКал
"Чайот (мексиканский огурец), вареный, без соли",24 кКал,24 кКал,24 кКал,24 кКал
Черемша,"34,9 кКал","34,9 кКал","34,9 кКал","34,9 кКал"
Чеснок,149 кКал,149 кКал,149 кКал,149 кКал
"Чеснок, зелень",46 кКал,46 кКал,46 кКал,46 кКал
"Чеснок, сырой",149 кКал,149 кКал,149 кКал,149 кКал
Шницель из капусты по 1-236,118 кКал,118 кКал,118 кКал,118 кКал
Шпинат,23 кКал,23 кКал,23 кКал,23 кКал
Шпинат-пюре. Консервы,16 кКал,16 кКал,16 кКал,16 кКал
"Шпинат, вареный, без соли",23 кКал,23 кКал,23 кКал,23 кКал
"Шпинат, вареный, с солью",23 кКал,23 кКал,23 кКал,23 кКал
"Шпинат, зелень, порезанный, замороженный,  вареный, с солью",34 кКал,34 кКал,34 кКал,34 кКал
"Шпинат, консервированный, без добавления соли",19 кКал,19 кКал,19 кКал,19 кКал
"Шпинат, консервированный, стандартная упаковка",19 кКал,19 кКал,19 кКал,19 кКал
"Шпинат, консервированный, сухой продукт без маринада",23 кКал,23 кКал,23 кКал,23 кКал
"Шпинат, порезанная зелень, замороженная, вареная, без соли",34 кКал,34 кКал,34 кКал,34 кКал
"Шпинат, порезанная зелень, замороженная, неприготовленная",29 кКал,29 кКал,29 кКал,29 кКал
"Шпинат, сырой",23 кКал,23 кКал,23 кКал,23 кКал
Шпинатное суфле,172 кКал,172 кКал,172 кКал,172 кКал
Щавель,22 кКал,22 кКал,22 кКал,22 кКал
"Щавель, вареный, без соли",20 кКал,20 кКал,20 кКал,20 кКал
"Щавель, вареный, с солью",20 кКал,20 кКал,20 кКал,20 кКал
"Щавель, сырой",22 кКал,22 кКал,22 кКал,22 кКал
"Эксалоп из картофеля со сливочным маслом, домашнего приготовления",88 кКал,88 кКал,88 кКал,88 кКал
"Эксалоп картофельный с  маргарином, домашнего приготовления",88 кКал,88 кКал,88 кКал,88 кКал
"Эксалоп картофельный, сухая смесь, неприготовленный",358 кКал,358 кКал,358 кКал,358 кКал
"Эксалоп картофельный, сухая смесь, приготовленный с добавлением воды, молока и масла",93 кКал,93 кКал,93 кКал,93 кКал
"Ямс горный гавайский, приготовленный на пару, без соли",82 кКал,82 кКал,82 кКал,82 кКал
"Ямс горный гавайский, приготовленный на пару, с солью",82 кКал,82 кКал,82 кКал,82 кКал
"Ямс горный гавайский, сырой",67 кКал,67 кКал,67 кКал,67 кКал
"Ямс, вареный или печеный, без соли",116 кКал,116 кКал,116 кКал,116 кКал
"Ямс, вареный или печеный, с солью",114 кКал,114 кКал,114 кКал,114 кКал
"Ямс, сырой",118 кКал,118 кКал,118 кКал,118 кКал
